"name","steam_appid","required_age","is_free","number_dlc","developers","publishers","price_currency","price_initial","price_final","windows","mac","linux","metacritic_score","categories","genres","recommendations_total","achievements_total","release_date"
"Micro Mages",1065020,0,False,"","Morphcat Games","Morphcat Games UG","CAD","12.49","12.49",True,False,False,"","Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Partial Controller Support;Remote Play Together;Family Sharing","Action;Indie",324,"","1 May, 2019"
"Architecture Zeitgeist",2318860,0,False,"","Matheus Rudo;Wagner Tavares","Rudo Studios","CAD","12.99","12.99",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Casual;Indie;Simulation;Early Access","",4,"27 Mar, 2023"
"Zombie Quest",1707470,0,False,"","Adrian Aksan;Benjamin Paduch","Double A Studios","CAD","9.99","9.99",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Family Sharing","Indie;RPG;Early Access","",1,"20 Dec, 2021"
"ONE.",2432100,0,False,"","novamicus","Shiravune","CAD","25.99","25.99",True,False,False,"","Single-player;Steam Cloud;Family Sharing","Adventure;Simulation",325,"","21 Dec, 2023"
"To the City of the Clouds",772300,0,False,"","Choice of Games","Choice of Games","CAD","6.49","6.49",True,True,True,"","Single-player;Captions available;Steam Cloud;Family Sharing","Adventure;Indie;RPG","","","18 Jan, 2018"
"Solar Panic: Utter Distress",1195920,0,True,"","Barracuda Disaster","Barracuda Disaster","","","",True,False,False,"","Single-player;Steam Achievements","Adventure;Indie","",18,"28 Jan, 2020"
"Berserk Mode",1649630,0,False,"","Adam Travers","Adam Travers","CAD","8.99","8.99",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Indie;RPG",185,9,"19 May, 2023"
"Roots of Yggdrasil",2071430,0,False,"","ManaVoid Entertainment","ManaVoid Entertainment;Indie Asylum","CAD","25.99","25.99",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Adjustable Text Size;Color Alternatives;Custom Volume Controls;Mouse Only Option;Playable without Timed Input;Stereo Sound;Surround Sound;Partial Controller Support;Steam Cloud;Family Sharing","Indie;Strategy",271,27,"6 Sep, 2024"
"Offroad Truck Simulator: Heavy Duty Challenge®",1165530,0,False,"","Nano Games","Aerosoft GmbH","CAD","38.99","38.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Remote Play Together;Family Sharing","Adventure;Indie;Racing;Simulation;Sports",102,19,"14 Sep, 2023"
"Outcasts of Orion",1547030,0,False,"","We Are Cats","We Are Cats","CAD","8.99","8.99",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Strategy","",18,"15 Mar, 2021"
"Sea Chronicles",2347290,0,False,"","Madi Abdykarimov","Bomi Games","CAD","12.99","12.99",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Adventure;Indie;Simulation","",20,"16 Apr, 2025"
"Ponster 怪武大师",1946930,0,False,"","夏至独立游戏","夏至独立游戏","","","",True,False,False,"","Single-player;Family Sharing","Adventure;Casual;Indie;Strategy","","","Coming soon"
"Misao - 2024 HD Remaster",691450,0,False,"","sen","PLAYISM","CAD","12.99","10.39",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing","Adventure;Casual;Indie",2142,21,"25 Oct, 2017"
"Paper Hero Manager",2706310,0,False,"","Sektan","Sektan","CAD","6.49","6.49",True,False,False,"","Single-player;Family Sharing","Casual;Indie;Simulation;Early Access","","","18 Dec, 2023"
"Blinky",1842130,0,False,"","QuickBobber","QuickBobber","CAD","3.89","3.89",True,False,False,"","Single-player;Family Sharing","Adventure;Casual;Indie","","","21 Feb, 2022"
"Clean Up After Your Dog",2741840,0,False,"","NecroCatic Games","NecroCatic Games","CAD","2.59","2.59",True,False,False,"","Single-player;Full controller support;Family Sharing","RPG;Simulation","","","31 Jan, 2024"
"K'NOSSOS",696770,0,False,"","Svarun Entertainment","Svarun Entertainment","","","",True,False,False,"","Single-player;Family Sharing","Adventure;Indie","","","Coming soon"
"HardCop 2",1560510,0,False,"","me","myself","CAD","2.29","2.29",True,False,False,"","Single-player;Tracked Controller Support;VR Only;Family Sharing","Action","","","11 Mar, 2021"
"8Doors: Arum's Afterlife Adventure",668550,0,False,2,"Rootless Studio","NEOWIZ","CAD","22.79","22.79",True,False,False,"","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Family Sharing","Action;Adventure;Indie",875,44,"7 Apr, 2021"
"Image of Perfection",1110020,0,False,"","Crystal Game Works","Crystal Game Works","CAD","5.69","5.69",True,False,False,"","Single-player;Family Sharing","Adventure;Indie;RPG","","","29 Jul, 2019"
"Tower Factory",2707490,0,False,1,"Gius Caminiti","Gius Caminiti","CAD","19.49","19.49",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Simulation;Strategy;Early Access",774,17,"7 Nov, 2024"
"Amos From Outer Space",399880,0,False,"","Poisson Rouge Interactica ltd","Poisson Rouge Interactica ltd","CAD","3.29","3.29",True,False,False,"","Single-player;Steam Trading Cards;Family Sharing","Casual","","","6 Oct, 2015"
"Vanaris Tactics - Prologue",1610350,0,True,"","Matheus Reis","Toge Productions","","","",True,False,False,"","Single-player;Full controller support","Indie;RPG;Strategy","","","21 Apr, 2022"
"Road Gangs Simulator",1725380,0,False,"","Beast Games S.A.","Console Labs S.A.","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Action;Adventure;Racing;Simulation","","","To be announced"
"Project Breakout Playtest",2792290,0,False,"","","","","","",True,False,False,"","","","","","10 Sep, 2024"
"Kingdom Elemental",285350,0,False,"","Scott Thunelius;Chronic Logic;Tony Porter","Chronic Logic","CAD","3.89","3.89",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards;Family Sharing","Indie;Strategy","",38,"2 May, 2014"
"dsync",743100,0,False,"","Big Galoot","Big Galoot","CAD","5.69","5.69",True,False,False,"","Single-player;Steam Achievements;Full controller support;Tracked Controller Support;VR Supported;Steam Cloud;Steam Leaderboards;Family Sharing","Action;Indie","",33,"15 Jun, 2018"
"Crazy 21",2294180,0,False,"","LH Games Limited","LH Games Limited","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Casual;Indie;Strategy","",17,"30 Mar, 2023"
"White Path",2617760,0,False,"","DoubleAGames","DoubleAGames","CAD","10.49","10.49",True,False,False,"","Single-player;Family Sharing","Action;Casual","","","30 Apr, 2024"
"冬日树下的回忆AFTER",2546970,0,True,"","MagicaLuv;Xkurumu(XWU)","黎羽科技LICOGAME","","","",True,False,False,"","Single-player","Casual;Indie;RPG;Free To Play","","","19 Dec, 2023"
"Perimeter 2: New Earth",12420,0,False,"","KDV Games","","CAD","7.79","7.79",True,False,False,43,"Single-player;Multi-player;Family Sharing","Strategy","","","10 Feb, 2009"
"Fallen Saint",1778300,0,False,"","Kanoe","Playmeow;ACG creator;Playmeow News","","","",True,False,False,"","Single-player;Family Sharing","Casual;Simulation","","","2026"
"My Wet Leto Comic",1185530,0,False,1,"Fusen Studio","Fusen Studio;Limor Gaming","CAD","8.99","8.99",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Adventure;Indie","",44,"8 May, 2020"
"Cardnarok: Raid with Gods",1231940,0,False,"","Greedy Wolf Studio","Greedy Wolf Studio;HeartBeat Games;Light of Creators","CAD","22.79","22.79",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Indie;RPG;Strategy","",56,"14 May, 2021"
"Gun Skaters",1062130,0,False,"","Funny Syntax Software","Funny Syntax Software","CAD","1.19","1.19",True,True,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Remote Play Together;Family Sharing","Action;Casual;Indie","",15,"17 Mar, 2021"
"Little Party Legends",1588580,0,False,"","Greenblade Studios","Greenblade Studios","CAD","5.69","5.69",True,False,False,"","Multi-player;PvP;Online PvP;Family Sharing","Action;Casual;Sports","",21,"30 Apr, 2021"
"Doll of Resurrection",927190,0,False,"","KX  Games","KX Games","CAD","4.65","4.65",True,False,False,"","Single-player;Family Sharing","Action;Adventure;Casual;Indie;RPG;Simulation","","","21 Sep, 2018"
"Dragon's Lunch",663530,0,False,"","Jonathan McCarthy","Flying Interactive","CAD","5.69","5.69",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards;Includes level editor;Family Sharing","Adventure;Indie;RPG","",22,"12 Sep, 2017"
"WORLD END ECONOMiCA episode.02",368160,0,False,"","Spicy Tails","Sekai Project","CAD","16.99","16.99",True,True,True,"","Single-player;Steam Trading Cards;Family Sharing","Casual;Indie",163,"","21 Jul, 2015"
"Last Day of FEAR",767050,0,False,"","Laush Studio","Laush Studio","CAD","4.99","4.99",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Indie",107,12,"23 Dec, 2017"
"It's Hard Being A Dog",1966910,0,True,"","MALGOW","MALGOW","","","",True,False,False,"","Single-player;Steam Achievements;Partial Controller Support","Adventure;Indie;RPG","",17,"2 May, 2022"
"Jaksaljabi",1748640,0,True,"","아시우레 제작소","아시우레 제작소","","","",True,False,False,"","Single-player","Adventure","","","24 Sep, 2021"
"Memories: Millennium Girl",2263980,0,False,"","V Sisters","V Sisters","CAD","22.00","22.00",True,False,False,"","Single-player;Family Sharing","Indie;Simulation","",97,"25 Nov, 2024"
"Centrifugal",1496210,0,False,"","Merxon22","Merxon22","CAD","1.29","1.29",True,False,False,"","Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Cloud;Family Sharing","Casual;Indie;Racing","","","10 Feb, 2021"
"8th Heaven",2321860,0,False,"","Cottage Club","TinyHat Studios","CAD","19.49","13.64",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Indie;Simulation;Early Access","",5,"29 Jul, 2024"
"Pandaty",1894470,0,False,"","Pandaty","Weakfish Studio","CAD","2.59","2.59",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on TV;Family Sharing","Action;Adventure;Casual;Indie;Strategy;Early Access","",4,"8 May, 2024"
"Sailor Simulator",1103610,0,False,"","TBD","SIG Publishing","","","",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Adventure;Casual;Simulation","","","To be announced"
"Sexy Hentai Puzzle",2083490,0,False,"","DDSMStudio","DDSMStudio","CAD","2.29","2.29",True,False,False,"","Single-player;Family Sharing","Casual;RPG","","","10 Sep, 2022"
"RealmCraft",764580,0,False,"","Tellurion Mobile","Tellurion Mobile","CAD","6.49","6.49",True,False,False,"","Single-player;Multi-player;PvP;Family Sharing","Adventure;Casual;Simulation;Strategy","",5,"19 Feb, 2018"
"XIO: REVIVE",1736680,0,False,"","FOUR","Dirty Bird Games","CAD","6.49","6.49",True,False,False,"","Multi-player;PvP;Online PvP;Co-op;Online Co-op;Family Sharing","Action;Adventure;RPG;Early Access","","","30 Jun, 2022"
"KILLBUG",2211730,0,False,"","Samurai Punk;Nicholas McDonnell","Neon Doctrine;Samurai Punk","CAD","8.99","8.99",True,False,False,"","Single-player;Steam Achievements;Camera Comfort;Playable without Timed Input;Stereo Sound;Partial Controller Support;Steam Leaderboards;Family Sharing","Action",403,29,"3 May, 2023"
"Smash Slug",1671640,0,False,"","Kaos Interactive","Kaos Interactive","","","",True,False,False,"","Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Steam Achievements;Partial Controller Support;Family Sharing","Adventure;Casual;Strategy","","","Coming soon"
"Crazy Farm : VRGROUND",876130,0,False,"","Jamong Inc.","Jamong Inc.","CAD","11.49","11.49",True,False,False,"","Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Tracked Controller Support;VR Only;Remote Play Together;Family Sharing","Casual;Indie;Early Access","","","17 Jul, 2018"
"Flying Hero X",1461040,0,False,"","Red Android;EpiXR Games UG","Red Android;EpiXR Games UG","CAD","11.49","11.49",True,False,False,"","Single-player;Full controller support;Family Sharing","Action;Adventure;Indie;Simulation","","","18 Dec, 2020"
"BLACK RUNES",2600500,0,False,"","Andrei Uvarov","SchizoID Game","CAD","4.99","4.99",True,False,False,"","Single-player;Family Sharing","Action;Adventure;Indie","","","28 Sep, 2023"
"The Devourer: Hunted Souls",2309400,0,False,"","ZTEK Studio","ZTEK Studio","CAD","12.99","12.99",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Tracked Controller Support;Steam Cloud;Family Sharing","Action;Adventure;Indie;Early Access",476,15,"26 Oct, 2023"
"KosmoSquad",1448070,0,False,"","FlatRedBall, LLC;Narfox LLC","Narfox LLC","CAD","4.65","4.65",True,False,False,"","Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Remote Play Together;Family Sharing","Action;Indie","",10,"10 Nov, 2020"
"Kao the Kangaroo (2000 re-release)",2360020,0,False,"","Tate Multimedia","Tate Multimedia","CAD","2.69","1.34",True,False,False,60,"Single-player;Family Sharing","Action;Adventure",328,"","27 Apr, 2023"
"Coldfire Keep",296530,0,False,"","Steve Jarman","Steve Jarman","CAD","4.65","4.65",True,True,False,"","Single-player;Family Sharing","RPG","","","9 May, 2014"
"samurai_jazz",346450,0,False,"","Blaze Epic","Blaze Epic","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Partial Controller Support;Family Sharing","Action;Adventure;Indie","",15,"27 Jan, 2015"
"Cat + Dog",2226350,0,False,"","Fortcullis Games","Fortcullis Games","CAD","2.59","2.59",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Casual","",16,"16 Dec, 2022"
"Dodge The Missionaries",2138930,0,True,"","Erik McCoy - F4ngb0n3;Brady Stanton - ThePhilly_","F4NGARANG Studios","","","",True,False,False,"","Single-player;Steam Achievements","Action;Adventure;Casual;Indie;Free To Play;Early Access","",25,"20 Sep, 2022"
"3089 -- Futuristic Action RPG",263360,0,False,"","Phr00t's Software","Phr00t's Software","CAD","8.99","8.99",True,True,True,"","Single-player;Co-op;Steam Trading Cards;Family Sharing","Action;Indie;RPG",309,"","10 Jan, 2014"
"Monkey King: Master of the Clouds | 中華大仙",816630,0,False,"","Starfish-SD Inc.","Retroism","CAD","5.69","5.69",True,False,False,"","Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Full controller support;Steam Leaderboards;Remote Play Together;Family Sharing","Action","","","14 Sep, 2018"
"Psychroma",1879950,0,False,1,"Rocket Adrift","Gamma Space Collaborative Studio","CAD","12.99","12.99",True,False,True,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Adventure;Indie",126,7,"11 Jun, 2024"
"Ascended Survivor",1821220,0,False,"","Janet's Cool Games","Janet's Cool Games","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Action;Adventure;Indie;Early Access","","","Coming soon"
"Oscillate",1482670,0,False,"","Nadan Studio","Nadan Studio","CAD","12.49","12.49",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Partial Controller Support;Remote Play Together;Family Sharing","Adventure;Indie;Racing;Simulation;Sports;Early Access","","","22 Feb, 2021"
"Mystery Solitaire. Dreamcatcher 3",2180580,0,False,"","Somer Games","8floor","CAD","6.49","6.49",True,False,False,"","Single-player;Family Sharing","Casual","","","4 Dec, 2022"
"MOBILE SUIT GUNDAM BATTLE OPERATION 2",1367080,0,True,4,"Bandai Namco Forge Digitals Inc.","Bandai Namco Entertainment Inc.","","","",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Steam Achievements;In-App Purchases;Partial Controller Support;Steam Leaderboards","Action;Free To Play","",17,"30 May, 2023"
"Democracy 2",218040,0,False,"","Positech Games","Positech Games","CAD","25.99","25.99",True,True,False,"","Single-player;Family Sharing","Indie;Simulation;Strategy","","","11 Oct, 2012"
"Jarheads",661250,0,False,"","Gareth Williams","Gareth Williams","","","",True,True,True,"","Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor;Family Sharing","Action;Strategy","","","To be announced"
"Hell Trigger",2475890,0,False,1,"Michael Richard Lannon","Michael Richard Lannon","CAD","12.99","12.99",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action","",11,"29 Jun, 2023"
"Sex Simulator - CamGirl Audition 2",2573240,0,False,"","EroticGamesClub","EroticGamesClub","CAD","4.99","4.99",True,True,True,"","Single-player;Steam Achievements;Steam Leaderboards;Family Sharing","Adventure;Casual;Simulation","",3,"31 Aug, 2023"
"Wrapturous Adventure (A Yuri BDSM-Theme Game)",2243330,0,False,"","Wrapturous DevTeam","Wrapturous DevTeam","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Adventure;Indie","","","Coming soon"
